Institute,Academic Program Name,Seat Type,Gender,Opening Rank,Closing Rank
Indian Institute of Technology Kanpur,"Statistics and Data Science (4 Years, Bachelor of Science)",ST,Gender-Neutral,220,224
Indian Institute of Technology Madras,"Aerospace Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,173,478
Indian Institute of Technology Madras,"Aerospace Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),661,661
Indian Institute of Technology Madras,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,503,503
Indian Institute of Technology Madras,"Artificial Intelligence and Data Analytics (4 Years, Bachelor of Technology)",ST,Gender-Neutral,38,83
Indian Institute of Technology Madras,"Artificial Intelligence and Data Analytics (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),218,218
Indian Institute of Technology Madras,"Biological Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1057,1090
Indian Institute of Technology Madras,"Biological Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1566,1566
Indian Institute of Technology Madras,"Biological Science (4 Years, Bachelor of Science)",ST,Gender-Neutral,1325,1359
Indian Institute of Technology Madras,"Biological Science (4 Years, Bachelor of Science)",ST,Female-only (including Supernumerary),1691,1691
Indian Institute of Technology Madras,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,291,617
Indian Institute of Technology Madras,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),851,895
Indian Institute of Technology Madras,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,401,522
Indian Institute of Technology Madras,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),648,652
Indian Institute of Technology Madras,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,5,29
Indian Institute of Technology Madras,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),68,68
Indian Institute of Technology Madras,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,39,149
Indian Institute of Technology Madras,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),297,336
Indian Institute of Technology Madras,"Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,998,1133
Indian Institute of Technology Madras,"Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Female-only (including Supernumerary),979,979
Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",ST,Gender-Neutral,908,1022
Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1429,1429
Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,150,369
Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),458,715
Indian Institute of Technology Madras,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,629,784
Indian Institute of Technology Madras,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1339,1339
Indian Institute of Technology Madras,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,770,1056
Indian Institute of Technology Madras,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),139,139
Indian Institute of Technology Madras,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",ST,Gender-Neutral,1149,1149
Indian Institute of Technology Gandhinagar,"Artificial Intelligence (4 Years, Bachelor of Technology)",ST,Gender-Neutral,125,249
Indian Institute of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1075,1146
Indian Institute of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),159P,159P
Indian Institute of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,485,651
Indian Institute of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1199,1199
Indian Institute of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,155,207
Indian Institute of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),374,374
Indian Institute of Technology Gandhinagar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,367,367
Indian Institute of Technology Gandhinagar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Female-only (including Supernumerary),644,644
Indian Institute of Technology Gandhinagar,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,500,534
Indian Institute of Technology Gandhinagar,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),955,955
Indian Institute of Technology Gandhinagar,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,710,710
Indian Institute of Technology Gandhinagar,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Female-only (including Supernumerary),1021,1021
Indian Institute of Technology Gandhinagar,"Integrated Circuit Design & Technology (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1014,1069
Indian Institute of Technology Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1227,1269
Indian Institute of Technology Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),806P,806P
Indian Institute of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,759,780
Indian Institute of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1407,1407
Indian Institute of Technology Gandhinagar,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,944,944
Indian Institute of Technology Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",ST,Gender-Neutral,469,575
Indian Institute of Technology Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1125,1125
Indian Institute of Technology Patna,"B. Tech in CE. - M. Tech. in Geotechnical Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",ST,Gender-Neutral,1188,1188
Indian Institute of Technology Patna,"B. Tech. (CSE) and M.Tech in CSE (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",ST,Gender-Neutral,729,729
Indian Institute of Technology Patna,"B. Tech. (ECE) -M. Tech. in VLSI (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",ST,Gender-Neutral,1005,1005
Indian Institute of Technology Patna,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",ST,Gender-Neutral,721,721
Indian Institute of Technology Patna,"B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",ST,Gender-Neutral,1244,1244
Indian Institute of Technology Patna,"B.Tech (Computer Science and Engineering) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",ST,Gender-Neutral,581,581
Indian Institute of Technology Patna,"B.Tech (Mechanical Engineering) - MBA (IIM Mumbai) (5 Years, Bachelor of Technology and MBA (Dual Degree))",ST,Gender-Neutral,1194,1194
Indian Institute of Technology Patna,"B.Tech (Metallurgical and Materials Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",ST,Gender-Neutral,1273,1273
Indian Institute of Technology Patna,"B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,882,882
Indian Institute of Technology Patna,"BS in Economics with MBA (IIM Bodh Gaya) (5 Years, Bachelor of Science and MBA (Dual Degree))",ST,Gender-Neutral,1329,1329
Indian Institute of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1135,1245
Indian Institute of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1722,1722
Indian Institute of Technology Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1239,1252
Indian Institute of Technology Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1016P,1016P
Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,989,1110
Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),141P,141P
Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,306,404
Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),444,444
Indian Institute of Technology Patna,"Economics (4 Years, Bachelor of Science)",ST,Gender-Neutral,1489,1489
Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,805,876
Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1446,1446
Indian Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,672,803
Indian Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1372,1372
Indian Institute of Technology Patna,"Engineering Physics (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1248,1482
Indian Institute of Technology Patna,"Engineering Physics (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),824P,824P
Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of Technology)",ST,Gender-Neutral,625,849
Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1361,1361
Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,953,1114
Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1770,1770
Indian Institute of Technology Patna,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1287,1324
Indian Institute of Technology Patna,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),953P,953P
Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architecture)",ST,Gender-Neutral,76P,315P
Indian Institute of Technology Roorkee,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1184,1229
Indian Institute of Technology Roorkee,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),144P,144P
Indian Institute of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,594,748
Indian Institute of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1253,1532
Indian Institute of Technology Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",ST,Gender-Neutral,1003,1137
Indian Institute of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,358,457
Indian Institute of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1029,1122
Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,56,75
Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),192,229
Indian Institute of Technology Roorkee,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",ST,Gender-Neutral,101,103
Indian Institute of Technology Roorkee,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),326,326
Indian Institute of Technology Roorkee,"Economics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",ST,Gender-Neutral,992,1009
Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,124,298
Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),446,654
Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,109,217
Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),474,484
Indian Institute of Technology Roorkee,"Energy Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,835,835
Indian Institute of Technology Roorkee,"Engineering Physics (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1025,1118
Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",ST,Gender-Neutral,1233,1332
Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",ST,Female-only (including Supernumerary),699P,699P
Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",ST,Gender-Neutral,1162,1371
Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",ST,Female-only (including Supernumerary),928P,928P
Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",ST,Gender-Neutral,261,338
Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",ST,Female-only (including Supernumerary),823,823
Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,397,515
Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),659,860
Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,885,958
Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1609,1609
Indian Institute of Technology Roorkee,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",ST,Gender-Neutral,1426,1426
Indian Institute of Technology Roorkee,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,864,904
Indian Institute of Technology Roorkee,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1588,1588
Indian Institute of Technology (ISM) Dhanbad,"Applied Geology (5 Years, Integrated Master of Technology)",ST,Gender-Neutral,1458,1458
Indian Institute of Technology (ISM) Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",ST,Gender-Neutral,1451,1451
Indian Institute of Technology (ISM) Dhanbad,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1081,1152
Indian Institute of Technology (ISM) Dhanbad,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1513,1513
Indian Institute of Technology (ISM) Dhanbad,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,765,912
Indian Institute of Technology (ISM) Dhanbad,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1548,1548
Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,197,304
Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),394,439
Indian Institute of Technology (ISM) Dhanbad,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,550,801
Indian Institute of Technology (ISM) Dhanbad,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1308,1459
Indian Institute of Technology (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,486,673
Indian Institute of Technology (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),758,1020
Indian Institute of Technology (ISM) Dhanbad,"Engineering Physics (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1270,1360
Indian Institute of Technology (ISM) Dhanbad,"Environmental Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1351,1441
Indian Institute of Technology (ISM) Dhanbad,"Environmental Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),390P,390P
Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (4 Years, Bachelor of Technology)",ST,Gender-Neutral,340,603
Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),642,642
Indian Institute of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,674,1064
Indian Institute of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1322,1639
Indian Institute of Technology (ISM) Dhanbad,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1243,1340
Indian Institute of Technology (ISM) Dhanbad,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),489P,489P
Indian Institute of Technology (ISM) Dhanbad,"Mining Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1082,1171
Indian Institute of Technology (ISM) Dhanbad,"Mining Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),552P,687P
Indian Institute of Technology (ISM) Dhanbad,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1174,1338
Indian Institute of Technology (ISM) Dhanbad,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),540P,540P
Indian Institute of Technology (ISM) Dhanbad,"Petroleum Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,716,1112
Indian Institute of Technology (ISM) Dhanbad,"Petroleum Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1543,1543
Indian Institute of Technology Ropar,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,440,449
Indian Institute of Technology Ropar,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1127,1238
Indian Institute of Technology Ropar,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1703,1703
Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,706,744
Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1699,1699
Indian Institute of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,242,419
Indian Institute of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),773,773
Indian Institute of Technology Ropar,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,554,764
Indian Institute of Technology Ropar,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1427,1427
Indian Institute of Technology Ropar,"Engineering Physics (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1368,1391
Indian Institute of Technology Ropar,"Mathematics and Computing (4 Years, Bachelor of Technology)",ST,Gender-Neutral,599,620
Indian Institute of Technology Ropar,"Mathematics and Computing (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1316,1316
Indian Institute of Technology Ropar,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,782,935
Indian Institute of Technology Ropar,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),71P,71P
Indian Institute of Technology Ropar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1366,1366
Indian Institute of Technology Ropar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),936P,936P
Indian Institute of Technology (BHU) Varanasi,"Architecture (5 Years, Bachelor of Architecture)",ST,Gender-Neutral,616P,764P
Indian Institute of Technology (BHU) Varanasi,"Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,1350,1465
Indian Institute of Technology (BHU) Varanasi,"Bioengineering with M.Tech in Biomedical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,1461,1461
Indian Institute of Technology (BHU) Varanasi,"Ceramic Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1297,1430
Indian Institute of Technology (BHU) Varanasi,"Ceramic Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),788P,788P
Indian Institute of Technology (BHU) Varanasi,"Ceramic Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,1456,1456
Indian Institute of Technology (BHU) Varanasi,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,828,973
Indian Institute of Technology (BHU) Varanasi,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1802,44P
Indian Institute of Technology (BHU) Varanasi,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,491,633
Indian Institute of Technology (BHU) Varanasi,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1355,1472
Indian Institute of Technology (BHU) Varanasi,"Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,712,800
Indian Institute of Technology (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,77,163
Indian Institute of Technology (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),254,254
Indian Institute of Technology (BHU) Varanasi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,210,279
Indian Institute of Technology (BHU) Varanasi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Female-only (including Supernumerary),278,278
Indian Institute of Technology (BHU) Varanasi,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,353,497
Indian Institute of Technology (BHU) Varanasi,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),754,920
Indian Institute of Technology (BHU) Varanasi,"Electrical Engineering with M.Tech. in Power Electronics (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,468,468
Indian Institute of Technology (BHU) Varanasi,"Electrical Engineering with M.Tech. in Power Electronics (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Female-only (including Supernumerary),1307,1307
Indian Institute of Technology (BHU) Varanasi,"Electronics Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,324,421
Indian Institute of Technology (BHU) Varanasi,"Electronics Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),917,981
Indian Institute of Technology (BHU) Varanasi,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,1256,1271
Indian Institute of Technology (BHU) Varanasi,"Industrial Chemistry (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,1380,1476
Indian Institute of Technology (BHU) Varanasi,"Materials Science and Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,1448,1448
Indian Institute of Technology (BHU) Varanasi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,316,385
Indian Institute of Technology (BHU) Varanasi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Female-only (including Supernumerary),831,831
Indian Institute of Technology (BHU) Varanasi,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,600,763
Indian Institute of Technology (BHU) Varanasi,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1409,1585
Indian Institute of Technology (BHU) Varanasi,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,970,1006
Indian Institute of Technology (BHU) Varanasi,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Female-only (including Supernumerary),267P,267P
Indian Institute of Technology (BHU) Varanasi,"Metallurgical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1115,1296
Indian Institute of Technology (BHU) Varanasi,"Metallurgical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),358P,386P
Indian Institute of Technology (BHU) Varanasi,"Metallurgical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,1352,1356
Indian Institute of Technology (BHU) Varanasi,"Mining Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1186,1300
Indian Institute of Technology (BHU) Varanasi,"Mining Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),496P,728P
Indian Institute of Technology (BHU) Varanasi,"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,1140,1140
Indian Institute of Technology (BHU) Varanasi,"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Female-only (including Supernumerary),905P,905P
Indian Institute of Technology (BHU) Varanasi,"Pharmaceutical Engineering & Technology (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1241,1449
Indian Institute of Technology (BHU) Varanasi,"Pharmaceutical Engineering & Technology (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),500P,500P
Indian Institute of Technology (BHU) Varanasi,"Pharmaceutical Engineering & Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,1478,1515
Indian Institute of Technology Guwahati,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1198,1318
Indian Institute of Technology Guwahati,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1766,1766
Indian Institute of Technology Guwahati,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,743,811
Indian Institute of Technology Guwahati,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1317,1398
Indian Institute of Technology Guwahati,"Chemical Science and Technology (4 Years, Bachelor of Technology)",ST,Gender-Neutral,869,993
Indian Institute of Technology Guwahati,"Chemical Science and Technology (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),916,916
Indian Institute of Technology Guwahati,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,361,624
Indian Institute of Technology Guwahati,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),670,1246
Indian Institute of Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,74,100
Indian Institute of Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),231,263
Indian Institute of Technology Guwahati,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",ST,Gender-Neutral,140,160
Indian Institute of Technology Guwahati,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),379,379
Indian Institute of Technology Guwahati,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,204,282
