Institute,Academic Program Name,Seat Type,Gender,Opening Rank,Closing Rank
Indian Institute of Technology Kanpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,705,987
Indian Institute of Technology Kanpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1805,2655
Indian Institute of Technology Kanpur,"Biological Sciences and Bioengineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1623,2071
Indian Institute of Technology Kanpur,"Biological Sciences and Bioengineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3355,3462
Indian Institute of Technology Kanpur,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,855,1185
Indian Institute of Technology Kanpur,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1635,2062
Indian Institute of Technology Kanpur,"Chemistry (4 Years, Bachelor of Science)",SC,Gender-Neutral,2460,2667
Indian Institute of Technology Kanpur,"Chemistry (4 Years, Bachelor of Science)",SC,Female-only (including Supernumerary),4596,4614
Indian Institute of Technology Kanpur,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,982,1509
Indian Institute of Technology Kanpur,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),2680,2969
Indian Institute of Technology Kanpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,55,96
Indian Institute of Technology Kanpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),133,397
Indian Institute of Technology Kanpur,"Earth Sciences (4 Years, Bachelor of Science)",SC,Gender-Neutral,1636,2567
Indian Institute of Technology Kanpur,"Earth Sciences (4 Years, Bachelor of Science)",SC,Female-only (including Supernumerary),4511,4511
Indian Institute of Technology Kanpur,"Economics (4 Years, Bachelor of Science)",SC,Gender-Neutral,806,1430
Indian Institute of Technology Kanpur,"Economics (4 Years, Bachelor of Science)",SC,Female-only (including Supernumerary),2897,3401
Indian Institute of Technology Kanpur,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,281,452
Indian Institute of Technology Kanpur,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),769,1152
Indian Institute of Technology Kanpur,"Materials Science and Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1544,1853
Indian Institute of Technology Kanpur,"Materials Science and Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3140,3639
Indian Institute of Technology Kanpur,"Mathematics and Scientific Computing (4 Years, Bachelor of Science)",SC,Gender-Neutral,212,372
Indian Institute of Technology Kanpur,"Mathematics and Scientific Computing (4 Years, Bachelor of Science)",SC,Female-only (including Supernumerary),1148,1341
Indian Institute of Technology Kanpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,586,834
Indian Institute of Technology Kanpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1541,2026
Indian Institute of Technology Kanpur,"Physics (4 Years, Bachelor of Science)",SC,Gender-Neutral,1980,2363
Indian Institute of Technology Kanpur,"Physics (4 Years, Bachelor of Science)",SC,Female-only (including Supernumerary),3812,3812
Indian Institute of Technology Kanpur,"Statistics and Data Science (4 Years, Bachelor of Science)",SC,Gender-Neutral,402,534
Indian Institute of Technology Kanpur,"Statistics and Data Science (4 Years, Bachelor of Science)",SC,Female-only (including Supernumerary),1035,1035
Indian Institute of Technology Madras,"Aerospace Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,299,900
Indian Institute of Technology Madras,"Aerospace Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1522,1699
Indian Institute of Technology Madras,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Gender-Neutral,995,995
Indian Institute of Technology Madras,"Artificial Intelligence and Data Analytics (4 Years, Bachelor of Technology)",SC,Gender-Neutral,119,198
Indian Institute of Technology Madras,"Artificial Intelligence and Data Analytics (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),237,237
Indian Institute of Technology Madras,"Biological Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1727,2266
Indian Institute of Technology Madras,"Biological Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),2942,2942
Indian Institute of Technology Madras,"Biological Science (4 Years, Bachelor of Science)",SC,Gender-Neutral,2517,2778
Indian Institute of Technology Madras,"Biological Science (4 Years, Bachelor of Science)",SC,Female-only (including Supernumerary),4048,4048
Indian Institute of Technology Madras,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,724,1237
Indian Institute of Technology Madras,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1434,2010
Indian Institute of Technology Madras,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1044,1324
Indian Institute of Technology Madras,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1802,2445
Indian Institute of Technology Madras,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,36,72
Indian Institute of Technology Madras,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),12,106
Indian Institute of Technology Madras,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,114,378
Indian Institute of Technology Madras,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),121,563
Indian Institute of Technology Madras,"Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Gender-Neutral,778,1571
Indian Institute of Technology Madras,"Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Female-only (including Supernumerary),2110,2280
Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1003,1326
Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),685,685
Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,375,792
Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),647,1467
Indian Institute of Technology Madras,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1328,1679
Indian Institute of Technology Madras,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1564,2722
Indian Institute of Technology Madras,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1355,2224
Indian Institute of Technology Madras,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),2720,3007
Indian Institute of Technology Madras,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",SC,Gender-Neutral,1784,1784
Indian Institute of Technology Madras,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",SC,Female-only (including Supernumerary),3152,3152
Indian Institute of Technology Gandhinagar,"Artificial Intelligence (4 Years, Bachelor of Technology)",SC,Gender-Neutral,512,649
Indian Institute of Technology Gandhinagar,"Artificial Intelligence (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),989,989
Indian Institute of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1460,2125
Indian Institute of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3126,3126
Indian Institute of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2065,2356
Indian Institute of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3416,3416
Indian Institute of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,259,338
Indian Institute of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),828,828
Indian Institute of Technology Gandhinagar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Gender-Neutral,418,490
Indian Institute of Technology Gandhinagar,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1028,1354
Indian Institute of Technology Gandhinagar,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1984,1984
Indian Institute of Technology Gandhinagar,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Gender-Neutral,1468,1633
Indian Institute of Technology Gandhinagar,"Integrated Circuit Design & Technology (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1015,1558
Indian Institute of Technology Gandhinagar,"Integrated Circuit Design & Technology (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),2918,2918
Indian Institute of Technology Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2374,2741
Indian Institute of Technology Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),2821,2821
Indian Institute of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,666,1725
Indian Institute of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3892,3892
Indian Institute of Technology Gandhinagar,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Gender-Neutral,1998,2060
Indian Institute of Technology Gandhinagar,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Female-only (including Supernumerary),3637,3637
Indian Institute of Technology Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",SC,Gender-Neutral,773,1012
Indian Institute of Technology Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1056,1056
Indian Institute of Technology Patna,"B. Tech in CE. - M. Tech. in Geotechnical Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",SC,Gender-Neutral,2753,2753
Indian Institute of Technology Patna,"B. Tech in CE. - M. Tech. in Structural Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",SC,Gender-Neutral,2526,2613
Indian Institute of Technology Patna,"B. Tech. (CSE) and M.Tech in CSE (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",SC,Gender-Neutral,921,921
Indian Institute of Technology Patna,"B. Tech. (CSE) and M.Tech in CSE (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",SC,Female-only (including Supernumerary),1917,1917
Indian Institute of Technology Patna,"B. Tech. (ECE) -M. Tech. in VLSI (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",SC,Gender-Neutral,1281,1281
Indian Institute of Technology Patna,"B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",SC,Gender-Neutral,1705,1890
Indian Institute of Technology Patna,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",SC,Gender-Neutral,1303,1303
Indian Institute of Technology Patna,"B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",SC,Gender-Neutral,2303,2303
Indian Institute of Technology Patna,"B.Tech (Artificial Intelligence and Data Science) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",SC,Gender-Neutral,1160,1160
Indian Institute of Technology Patna,"B.Tech (Chemical Engineering) - MBA in Hospital and Health Care Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",SC,Gender-Neutral,2697,2697
Indian Institute of Technology Patna,"B.Tech (Civil Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",SC,Gender-Neutral,2668,2668
Indian Institute of Technology Patna,"B.Tech (Computer Science and Engineering) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",SC,Gender-Neutral,941,941
Indian Institute of Technology Patna,"B.Tech (Electrical and Electronics Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",SC,Gender-Neutral,1826,1826
Indian Institute of Technology Patna,"B.Tech (Engineering Physics) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",SC,Gender-Neutral,2684,2684
Indian Institute of Technology Patna,"B.Tech (Mathematics and Computing) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",SC,Gender-Neutral,1309,1309
Indian Institute of Technology Patna,"B.Tech (Mechanical Engineering) - MBA (IIM Mumbai) (5 Years, Bachelor of Technology and MBA (Dual Degree))",SC,Gender-Neutral,2122,2351
Indian Institute of Technology Patna,"B.Tech (Metallurgical and Materials Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",SC,Gender-Neutral,2341,2341
Indian Institute of Technology Patna,"B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Gender-Neutral,1670,1670
Indian Institute of Technology Patna,"B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Female-only (including Supernumerary),2945,2945
Indian Institute of Technology Patna,"BS in Economics with MBA (IIM Bodh Gaya) (5 Years, Bachelor of Science and MBA (Dual Degree))",SC,Gender-Neutral,2678,2678
Indian Institute of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2195,2592
Indian Institute of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),4041,4097
Indian Institute of Technology Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2713,3075
Indian Institute of Technology Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3964,3964
Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2430,2648
Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3991,4292
Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,499,681
Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),837,1887
Indian Institute of Technology Patna,"Economics (4 Years, Bachelor of Science)",SC,Gender-Neutral,2219,2770
Indian Institute of Technology Patna,"Economics (4 Years, Bachelor of Science)",SC,Female-only (including Supernumerary),3751,3751
Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1417,1689
Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),2763,2763
Indian Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1209,1312
Indian Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),2041,2041
Indian Institute of Technology Patna,"Engineering Physics (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2433,2806
Indian Institute of Technology Patna,"Engineering Physics (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),4290,4290
Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of Technology)",SC,Gender-Neutral,805,1187
Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),2161,2161
Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1994,2380
Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3713,3905
Indian Institute of Technology Patna,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2848,3071
Indian Institute of Technology Patna,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),4504,4504
Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architecture)",SC,Gender-Neutral,3473,3792
Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architecture)",SC,Female-only (including Supernumerary),1739,1739
Indian Institute of Technology Roorkee,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1876,2148
Indian Institute of Technology Roorkee,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3393,3393
Indian Institute of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,902,1264
Indian Institute of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1630,2665
Indian Institute of Technology Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",SC,Gender-Neutral,2042,2581
Indian Institute of Technology Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",SC,Female-only (including Supernumerary),4418,4418
Indian Institute of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,374,1478
Indian Institute of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),2007,2823
Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,41,144
Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),460,474
Indian Institute of Technology Roorkee,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",SC,Gender-Neutral,195,226
Indian Institute of Technology Roorkee,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),694,694
Indian Institute of Technology Roorkee,"Economics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",SC,Gender-Neutral,1268,1879
Indian Institute of Technology Roorkee,"Economics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",SC,Female-only (including Supernumerary),3203,3203
Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,358,560
Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1079,1402
Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,174,398
Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),784,932
Indian Institute of Technology Roorkee,"Energy Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1242,1416
Indian Institute of Technology Roorkee,"Energy Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),2831,2831
Indian Institute of Technology Roorkee,"Engineering Physics (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1122,1642
Indian Institute of Technology Roorkee,"Engineering Physics (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3074,3315
Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",SC,Gender-Neutral,1082,2491
Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",SC,Female-only (including Supernumerary),3707,3707
Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",SC,Gender-Neutral,2254,2505
Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",SC,Female-only (including Supernumerary),3833,3833
Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",SC,Gender-Neutral,266,611
Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",SC,Female-only (including Supernumerary),912,912
Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,813,1010
Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1604,2287
Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1569,2001
Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),2927,3119
Indian Institute of Technology Roorkee,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",SC,Gender-Neutral,1898,2327
Indian Institute of Technology Roorkee,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",SC,Female-only (including Supernumerary),3836,3836
Indian Institute of Technology Roorkee,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1568,1749
Indian Institute of Technology Roorkee,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3168,3317
Indian Institute of Technology (ISM) Dhanbad,"Applied Geology (5 Years, Integrated Master of Technology)",SC,Gender-Neutral,3132,3162
Indian Institute of Technology (ISM) Dhanbad,"Applied Geology (5 Years, Integrated Master of Technology)",SC,Female-only (including Supernumerary),4671,4671
Indian Institute of Technology (ISM) Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",SC,Gender-Neutral,2794,2996
Indian Institute of Technology (ISM) Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",SC,Female-only (including Supernumerary),4789,4789
Indian Institute of Technology (ISM) Dhanbad,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2118,2384
Indian Institute of Technology (ISM) Dhanbad,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3770,3770
Indian Institute of Technology (ISM) Dhanbad,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2030,2412
Indian Institute of Technology (ISM) Dhanbad,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),2857,4115
Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,427,699
Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),754,1552
Indian Institute of Technology (ISM) Dhanbad,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1062,1595
Indian Institute of Technology (ISM) Dhanbad,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),2366,2870
Indian Institute of Technology (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,707,1214
Indian Institute of Technology (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),2091,2421
Indian Institute of Technology (ISM) Dhanbad,"Engineering Physics (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2077,2547
Indian Institute of Technology (ISM) Dhanbad,"Engineering Physics (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),4420,4420
Indian Institute of Technology (ISM) Dhanbad,"Environmental Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2925,3113
Indian Institute of Technology (ISM) Dhanbad,"Environmental Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),4628,4628
Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (4 Years, Bachelor of Technology)",SC,Gender-Neutral,759,1000
Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1999,1999
Indian Institute of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1711,2117
Indian Institute of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3410,3695
Indian Institute of Technology (ISM) Dhanbad,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2466,2960
Indian Institute of Technology (ISM) Dhanbad,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),4110,4110
Indian Institute of Technology (ISM) Dhanbad,"Mining Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1787,2977
Indian Institute of Technology (ISM) Dhanbad,"Mining Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3779,4552
Indian Institute of Technology (ISM) Dhanbad,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2534,3102
Indian Institute of Technology (ISM) Dhanbad,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),4730,4792
Indian Institute of Technology (ISM) Dhanbad,"Petroleum Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1976,2559
Indian Institute of Technology (ISM) Dhanbad,"Petroleum Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),4001,4266
Indian Institute of Technology Ropar,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,738,781
Indian Institute of Technology Ropar,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1888,1888
Indian Institute of Technology Ropar,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1955,2227
Indian Institute of Technology Ropar,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3910,3910
Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2309,2419
Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3778,3778
Indian Institute of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,388,548
Indian Institute of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1389,1641
Indian Institute of Technology Ropar,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1099,1593
Indian Institute of Technology Ropar,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),2172,2382
Indian Institute of Technology Ropar,"Engineering Physics (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2143,2573
Indian Institute of Technology Ropar,"Engineering Physics (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),4477,4477
Indian Institute of Technology Ropar,"Mathematics and Computing (4 Years, Bachelor of Technology)",SC,Gender-Neutral,807,930
Indian Institute of Technology Ropar,"Mathematics and Computing (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1451,1451
Indian Institute of Technology Ropar,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1825,2128
Indian Institute of Technology Ropar,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3154,3800
Indian Institute of Technology Ropar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2652,2662
Indian Institute of Technology Ropar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),4385,4385
Indian Institute of Technology (BHU) Varanasi,"Architecture (5 Years, Bachelor of Architecture)",SC,Gender-Neutral,3540,4321
Indian Institute of Technology (BHU) Varanasi,"Architecture (5 Years, Bachelor of Architecture)",SC,Female-only (including Supernumerary),4991,4991
