Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank
Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (with Specialization of Embedded Systems and Internet of Things) (4 Years, B. Tech / B. Tech (Hons.))",AI,EWS,Gender-Neutral,6893,7047
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,4340,5189
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science Engineering (Artificial lntelligence and Machine Learning) (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,4412,4984
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science Engineering (Data Science and Analytics) (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,5271,5560
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science Engineering (Human Computer lnteraction and Gaming Technology) (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,5014,5672
Indian Institute of Information Technology (IIIT) Nagpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,6084,6658
Indian Institute of Information Technology (IIIT) Nagpur,"Electronics and Communication Engineering (Internet of Things) (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,6196,6585
Indian Institute of Information Technology (IIIT) Pune,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,2859,3401
Indian Institute of Information Technology (IIIT) Pune,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),4219,4864
Indian Institute of Information Technology (IIIT) Pune,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,3844,4365
Indian Institute of Information Technology (IIIT) Pune,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),5155,5572
Indian Institute of Information Technology Bhagalpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,6352,6738
Indian Institute of Information Technology Bhagalpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),7432,7698
Indian Institute of Information Technology Bhagalpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,7080,7193
Indian Institute of Information Technology Bhagalpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),8638,8638
Indian Institute of Information Technology Bhagalpur,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,6423,6423
Indian Institute of Information Technology Bhagalpur,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),7770,7770
Indian Institute of Information Technology Bhagalpur,"Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,7780,7926
Indian Institute of Information Technology Bhagalpur,"Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),8329,8329
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,3789,4572
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Artificial Intelligence) (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,3704,3784
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Cyber Physical System) (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,4947,5121
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,4527,4877
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Data Science) (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,3876,4749
