Institute,Academic Program Name,Seat Type,Gender,Opening Rank,Closing Rank
Indian Institute of Technology Kanpur,"Chemistry (4 Years, Bachelor of Science)",EWS,Gender-Neutral,1472,1650
Indian Institute of Technology Kanpur,"Chemistry (4 Years, Bachelor of Science)",EWS,Female-only (including Supernumerary),3744,3744
Indian Institute of Technology Kanpur,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,806,1020
Indian Institute of Technology Kanpur,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2054,2293
Indian Institute of Technology Kanpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,28,51
Indian Institute of Technology Kanpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),150,294
Indian Institute of Technology Kanpur,"Earth Sciences (4 Years, Bachelor of Science)",EWS,Gender-Neutral,1534,1627
Indian Institute of Technology Kanpur,"Earth Sciences (4 Years, Bachelor of Science)",EWS,Female-only (including Supernumerary),2942,2942
Indian Institute of Technology Kanpur,"Economics (4 Years, Bachelor of Science)",EWS,Gender-Neutral,569,690
Indian Institute of Technology Kanpur,"Economics (4 Years, Bachelor of Science)",EWS,Female-only (including Supernumerary),1548,1548
Indian Institute of Technology Kanpur,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,193,259
Indian Institute of Technology Kanpur,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),702,859
Indian Institute of Technology Kanpur,"Materials Science and Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,955,1258
Indian Institute of Technology Kanpur,"Materials Science and Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2264,2558
Indian Institute of Technology Kanpur,"Mathematics and Scientific Computing (4 Years, Bachelor of Science)",EWS,Gender-Neutral,111,209
Indian Institute of Technology Kanpur,"Mathematics and Scientific Computing (4 Years, Bachelor of Science)",EWS,Female-only (including Supernumerary),607,607
Indian Institute of Technology Kanpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,386,506
Indian Institute of Technology Kanpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),1499,1686
Indian Institute of Technology Kanpur,"Physics (4 Years, Bachelor of Science)",EWS,Gender-Neutral,1135,1436
Indian Institute of Technology Kanpur,"Physics (4 Years, Bachelor of Science)",EWS,Female-only (including Supernumerary),2897,2897
Indian Institute of Technology Kanpur,"Statistics and Data Science (4 Years, Bachelor of Science)",EWS,Gender-Neutral,160,207
Indian Institute of Technology Kanpur,"Statistics and Data Science (4 Years, Bachelor of Science)",EWS,Female-only (including Supernumerary),800,800
Indian Institute of Technology Madras,"Aerospace Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,760,837
Indian Institute of Technology Madras,"Aerospace Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),1232,1232
Indian Institute of Technology Madras,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,Gender-Neutral,883,883
Indian Institute of Technology Madras,"Artificial Intelligence and Data Analytics (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,80,104
Indian Institute of Technology Madras,"Artificial Intelligence and Data Analytics (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),298,298
Indian Institute of Technology Madras,"Biological Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1142,1384
Indian Institute of Technology Madras,"Biological Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2205,2205
Indian Institute of Technology Madras,"Biological Science (4 Years, Bachelor of Science)",EWS,Gender-Neutral,1561,1743
Indian Institute of Technology Madras,"Biological Science (4 Years, Bachelor of Science)",EWS,Female-only (including Supernumerary),2996,2996
Indian Institute of Technology Madras,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,643,784
Indian Institute of Technology Madras,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),1306,1843
Indian Institute of Technology Madras,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,951,1111
Indian Institute of Technology Madras,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),1884,1945
Indian Institute of Technology Madras,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,17,42
Indian Institute of Technology Madras,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),109,129
Indian Institute of Technology Madras,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,105,178
Indian Institute of Technology Madras,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),468,539
Indian Institute of Technology Madras,"Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,Gender-Neutral,790,1235
Indian Institute of Technology Madras,"Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,Female-only (including Supernumerary),2744,2744
Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,342,803
Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2082,2082
Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,359,577
Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),845,1385
Indian Institute of Technology Madras,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1019,1263
Indian Institute of Technology Madras,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2109,2109
Indian Institute of Technology Madras,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1084,1568
Indian Institute of Technology Madras,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2710,2807
Indian Institute of Technology Madras,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",EWS,Gender-Neutral,942,942
Indian Institute of Technology Gandhinagar,"Artificial Intelligence (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,305,361
Indian Institute of Technology Gandhinagar,"Artificial Intelligence (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),1182,1182
Indian Institute of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1281,1553
Indian Institute of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),3039,3039
Indian Institute of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1563,1761
Indian Institute of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2965,2965
Indian Institute of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,222,264
Indian Institute of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),770,770
Indian Institute of Technology Gandhinagar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,Gender-Neutral,394,394
Indian Institute of Technology Gandhinagar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,Female-only (including Supernumerary),1163,1163
Indian Institute of Technology Gandhinagar,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,767,842
Indian Institute of Technology Gandhinagar,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),1697,1697
Indian Institute of Technology Gandhinagar,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,Gender-Neutral,904,904
Indian Institute of Technology Gandhinagar,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,Female-only (including Supernumerary),1791,1791
Indian Institute of Technology Gandhinagar,"Integrated Circuit Design & Technology (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,527,747
Indian Institute of Technology Gandhinagar,"Integrated Circuit Design & Technology (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),1282,1282
Indian Institute of Technology Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1825,1891
Indian Institute of Technology Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),3708,3708
Indian Institute of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,953,1217
Indian Institute of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2705,2705
Indian Institute of Technology Gandhinagar,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,Gender-Neutral,1350,1489
Indian Institute of Technology Gandhinagar,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,Female-only (including Supernumerary),2795,2795
Indian Institute of Technology Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,538,611
Indian Institute of Technology Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),1322,1322
Indian Institute of Technology Patna,"B. Tech in CE. - M. Tech. in Geotechnical Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",EWS,Gender-Neutral,2382,2382
Indian Institute of Technology Patna,"B. Tech in CE. - M. Tech. in Structural Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",EWS,Gender-Neutral,2375,2375
Indian Institute of Technology Patna,"B. Tech. (CSE) and M.Tech in CSE (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",EWS,Gender-Neutral,667,667
Indian Institute of Technology Patna,"B. Tech. (ECE) -M. Tech. in VLSI (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",EWS,Gender-Neutral,991,991
Indian Institute of Technology Patna,"B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",EWS,Gender-Neutral,1192,1192
Indian Institute of Technology Patna,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",EWS,Gender-Neutral,714,714
Indian Institute of Technology Patna,"B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",EWS,Gender-Neutral,1907,1907
Indian Institute of Technology Patna,"B.Tech (Chemical Science and Technology) - MBA in Hospital and Health Care Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",EWS,Gender-Neutral,2461,2461
Indian Institute of Technology Patna,"B.Tech (Civil Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",EWS,Gender-Neutral,2292,2292
Indian Institute of Technology Patna,"B.Tech (Electrical and Electronics Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",EWS,Gender-Neutral,1337,1337
Indian Institute of Technology Patna,"B.Tech (Electronics and Communication Engineering) - MBA in Hospital and Healthcare Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",EWS,Gender-Neutral,1186,1186
Indian Institute of Technology Patna,"B.Tech (Engineering Physics) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",EWS,Gender-Neutral,2199,2199
Indian Institute of Technology Patna,"B.Tech (Mechanical Engineering) - MBA (IIM Mumbai) (5 Years, Bachelor of Technology and MBA (Dual Degree))",EWS,Gender-Neutral,1595,1703
Indian Institute of Technology Patna,"B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,Gender-Neutral,926,926
Indian Institute of Technology Patna,"BS in Economics with MBA (IIM Bodh Gaya) (5 Years, Bachelor of Science and MBA (Dual Degree))",EWS,Female-only (including Supernumerary),3944,3944
Indian Institute of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1726,1940
Indian Institute of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),3395,3395
Indian Institute of Technology Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1985,2201
Indian Institute of Technology Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),3779,3779
Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,2040,2127
Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),3967,3967
Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,380,445
Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),994,1301
Indian Institute of Technology Patna,"Economics (4 Years, Bachelor of Science)",EWS,Gender-Neutral,2055,2083
Indian Institute of Technology Patna,"Economics (4 Years, Bachelor of Science)",EWS,Female-only (including Supernumerary),4441,4441
Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,998,1132
Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2304,2304
Indian Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,725,910
Indian Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2145,2145
Indian Institute of Technology Patna,"Engineering Physics (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,2030,2195
Indian Institute of Technology Patna,"Engineering Physics (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),3768,3768
Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,630,697
Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),1874,1874
Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1592,1700
Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),3362,3386
Indian Institute of Technology Patna,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,2146,2216
Indian Institute of Technology Patna,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),4022,4022
Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architecture)",EWS,Gender-Neutral,2916,2926
Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architecture)",EWS,Female-only (including Supernumerary),4599,4599
Indian Institute of Technology Roorkee,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1389,1398
Indian Institute of Technology Roorkee,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2617,2617
Indian Institute of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,701,836
Indian Institute of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),1588,2059
Indian Institute of Technology Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",EWS,Gender-Neutral,1647,1840
Indian Institute of Technology Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",EWS,Female-only (including Supernumerary),3547,3547
Indian Institute of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,863,1154
Indian Institute of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2362,2537
Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,56,90
Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),339,395
Indian Institute of Technology Roorkee,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,99,132
Indian Institute of Technology Roorkee,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),477,477
Indian Institute of Technology Roorkee,"Economics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",EWS,Gender-Neutral,877,931
Indian Institute of Technology Roorkee,"Economics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",EWS,Female-only (including Supernumerary),2084,2084
Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,287,385
Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),788,1042
Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,181,265
Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),617,781
Indian Institute of Technology Roorkee,"Energy Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,909,1061
Indian Institute of Technology Roorkee,"Energy Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2302,2302
Indian Institute of Technology Roorkee,"Engineering Physics (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,762,1208
Indian Institute of Technology Roorkee,"Engineering Physics (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2298,2298
Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",EWS,Gender-Neutral,1505,1530
Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",EWS,Female-only (including Supernumerary),3367,3367
Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",EWS,Gender-Neutral,1233,1496
Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",EWS,Female-only (including Supernumerary),3489,3489
Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",EWS,Gender-Neutral,255,270
Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",EWS,Female-only (including Supernumerary),876,876
Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,513,686
Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),1879,2091
Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1185,1290
Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2711,2838
Indian Institute of Technology Roorkee,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",EWS,Gender-Neutral,1575,1619
Indian Institute of Technology Roorkee,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",EWS,Female-only (including Supernumerary),3729,3729
Indian Institute of Technology Roorkee,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,891,1048
Indian Institute of Technology Roorkee,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2505,2505
Indian Institute of Technology (ISM) Dhanbad,"Applied Geology (5 Years, Integrated Master of Technology)",EWS,Gender-Neutral,2434,2459
Indian Institute of Technology (ISM) Dhanbad,"Applied Geology (5 Years, Integrated Master of Technology)",EWS,Female-only (including Supernumerary),4733,4733
Indian Institute of Technology (ISM) Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",EWS,Gender-Neutral,2392,2502
Indian Institute of Technology (ISM) Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",EWS,Female-only (including Supernumerary),4591,4591
Indian Institute of Technology (ISM) Dhanbad,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1515,1674
Indian Institute of Technology (ISM) Dhanbad,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),3300,3300
Indian Institute of Technology (ISM) Dhanbad,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1797,1950
Indian Institute of Technology (ISM) Dhanbad,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),4263,4263
Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,407,528
Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),1172,1361
Indian Institute of Technology (ISM) Dhanbad,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,970,1121
Indian Institute of Technology (ISM) Dhanbad,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2276,2283
Indian Institute of Technology (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,759,880
Indian Institute of Technology (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),1855,2003
Indian Institute of Technology (ISM) Dhanbad,"Engineering Physics (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1518,1557
Indian Institute of Technology (ISM) Dhanbad,"Engineering Physics (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),3510,3510
Indian Institute of Technology (ISM) Dhanbad,"Environmental Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,2184,2355
Indian Institute of Technology (ISM) Dhanbad,"Environmental Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),3917,3917
Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,560,677
Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2016,2016
Indian Institute of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1354,1462
Indian Institute of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2977,3036
Indian Institute of Technology (ISM) Dhanbad,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1992,2186
Indian Institute of Technology (ISM) Dhanbad,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),3961,3961
Indian Institute of Technology (ISM) Dhanbad,"Mining Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,2094,2282
Indian Institute of Technology (ISM) Dhanbad,"Mining Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),4285,4393
Indian Institute of Technology (ISM) Dhanbad,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,2177,2368
Indian Institute of Technology (ISM) Dhanbad,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),4598,4598
Indian Institute of Technology (ISM) Dhanbad,"Petroleum Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1721,1919
Indian Institute of Technology (ISM) Dhanbad,"Petroleum Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),3342,3763
Indian Institute of Technology Ropar,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,499,563
Indian Institute of Technology Ropar,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1527,1631
Indian Institute of Technology Ropar,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2873,2873
Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1902,1949
Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),3714,3714
Indian Institute of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,234,291
Indian Institute of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),818,1108
Indian Institute of Technology Ropar,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,795,925
Indian Institute of Technology Ropar,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2150,2438
Indian Institute of Technology Ropar,"Engineering Physics (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1543,1790
Indian Institute of Technology Ropar,"Mathematics and Computing (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,411,552
Indian Institute of Technology Ropar,"Mathematics and Computing (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),1912,1912
Indian Institute of Technology Ropar,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1241,1494
Indian Institute of Technology Ropar,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),3095,3095
Indian Institute of Technology Ropar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,2134,2208
Indian Institute of Technology (BHU) Varanasi,"Architecture (5 Years, Bachelor of Architecture)",EWS,Gender-Neutral,3439,3467
Indian Institute of Technology (BHU) Varanasi,"Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,Gender-Neutral,1976,2090
Indian Institute of Technology (BHU) Varanasi,"Bioengineering with M.Tech in Biomedical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,Gender-Neutral,2061,2081
Indian Institute of Technology (BHU) Varanasi,"Ceramic Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1838,2044
Indian Institute of Technology (BHU) Varanasi,"Ceramic Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),3629,3629
Indian Institute of Technology (BHU) Varanasi,"Ceramic Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,Gender-Neutral,2222,2254
Indian Institute of Technology (BHU) Varanasi,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1078,1314
Indian Institute of Technology (BHU) Varanasi,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2608,2615
Indian Institute of Technology (BHU) Varanasi,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1327,1426
Indian Institute of Technology (BHU) Varanasi,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2829,2866
Indian Institute of Technology (BHU) Varanasi,"Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,Gender-Neutral,1646,1683
Indian Institute of Technology (BHU) Varanasi,"Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,Female-only (including Supernumerary),3587,3587
Indian Institute of Technology (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,142,187
